event_row,timestamp,text,outage
1,2012-01-20 01:32:54,"@davethegr8 thanks, ya were good. It's starting to get a bit cold, but we're bundlin' up. Sounds like power could be out till Saturday...",1
1,2012-01-20 01:20:08,Ok full day without power - ready for it to be over.,1
2,2012-01-19 21:47:14,@CAdamsInsurance Be safe. Do you guys have power?,1
2,2012-01-19 21:44:21,Power out in #Tacoma? Go to @hotel_murano & warm up with their #snow rate start at $99 tonight & include free parking. http://ow.ly/8zDbN ,1
2,2012-01-19 21:19:00,@bmuramatsu maybe it was all the Belgian chocolate... the squirrels got big and the power lines broke. It all makes sense now :P,1
2,2012-01-19 20:55:12,"Best breakfast ever JUST NOW! Leah-my-baby made bacon, eggs, toast & tea on the grill -- screw you, power outage! #wasnow #fb #freezingtho",1
2,2012-01-19 20:35:10,"Reporting over 180,000 homes without power in the Puget Sound area.  Numbers keep rising.  #snowpocalypse2012",1
2,2012-01-19 18:34:56,"@einmaleins @warrenjacob No power, went out at 9:30ish Lacey / Oly border #poweroutage #thurstoncounty @KING5Seattle",1
2,2012-01-19 17:31:44,@bivvo yep no power since 6:30am,1
2,2012-01-19 17:23:17,"“@PSETalk: As of 8 a.m., there are 90,000 customers without power in PSE's service area.” this is how you make a snow day suck for a nerd.",1
2,2012-01-19 16:44:14,Switching to generator power. This should be fun. (@ Providence St. Peter Hospital) http://4sq.com/w5Fqxw ,1
2,2012-01-19 14:35:03,"The beautiful blue flash of transformers and power lines arching out, against the cold winters night sky.  Ice storm warning now until noon.",1
2,2012-01-19 14:22:58,@ThurstonEM Rainier Rd south at Fir Tree blocked.  Probably PSEUD trying to get our power back on.  East Oly w/o power,1
2,2012-01-19 13:45:11,@KING5Seattle @KIRO7Seattle @komonews power out on Fir Tree road in East Olympia #wasnow,1
2,2012-01-19 04:56:42,HB1825 [Update] Strengthening local economies by reducing emissions from coal-fired power generation through deco... http://bitly.com/cIvoPS ,1
2,2012-01-19 00:54:01,"Power is out but I got some life in my phone and this beer is cold — Drinking a Brew Free! or Die IPA  @ Tumwater, WA — http://untp.it/xIDhBj ",1
2,2012-01-20 23:32:09,Power still out 28 hours and counting :(,1
2,2012-01-20 23:25:25,#Thurston rolling slowdown due to fallen power cables on I-5 NB at MAYTOWN REST AREA #traffic http://bit.ly/dY105k ,1
2,2012-01-20 21:12:26,Lacey has power!  And Pints & Quarts in Lacey has beer. #winning,1
2,2012-01-20 21:04:17,I want to see 'Red Tails' but the power is out everywhere!!!,1
2,2012-01-20 19:38:59,And the few areas of Olympia with power just lost it (or at least the Temple of Justice and as far as the eye can see). #toomuchworkforthis,1
2,2012-01-20 18:25:48,More power outages continuing to happen in JBLM area. Still #nopower #WAice putting perishables outside!,1
2,2012-01-20 17:12:33,Out of power for 26 hours.  Haven't had to eat Nick yet.  This is good.  He strikes me as a little chewey. #snowpocalypse2012,1
2,2012-01-20 16:58:26,225K WA residents w/o power (and I'm one of them). No Comcast either. Do I get a credit on my bill?? http://olympia.komonews.com/m/node/710787 ,1
2,2012-01-20 13:44:48,Still without power but Still hear branches breaking and falling once every 30-60 seconds in East Olympia @PSETalk @ThurstonEM be safe,1
2,2012-01-20 05:22:26,Power outage puts me in touch with my ancestors - candle light reading and only accessing internet on cellphone & iPad. #waice #roughlife,1
2,2012-01-20 02:15:06,"Really, I thought I moved away from this shit? 11"" of snow on western Wa. Ef that!   No power til this weekend. #efsnowpic.twitter.com/raPICa5G",1
2,2012-01-20 01:34:09,Power is out till Saturday because of the snow... according to the Power company. But I still have the ability to tweet. #FreezingColdTweets,1
2,2012-01-20 01:27:17,Heading home from work.. There better be power when I get home.. -____-'',1
2,2012-01-20 01:20:01,"So the power is out.  @ Olympia, Washington http://instagr.am/p/is6VV/ ",1
2,2012-01-20 01:18:39,How do you treat a traffic signal that has lost power?  AS A FOUR WAY STOP.,1
2,2012-01-20 01:05:51,Ice storm has knocked out power to the whole area. Will be hunkered down by the fireplace until further notice.,1
2,2012-01-20 00:53:12,power has been out 12 hours. expected outage 3-5 days...smh,1
2,2012-01-20 00:27:38,"@ronanddon @973kirofm 
Went to Tumwater Starbucks with a power strip to charge everything. Power out since 8:00 am",1
2,2012-01-20 00:18:45,@FishTaleBrewpub Do you have power?,1
4,2013-11-02 21:13:21,Power if your gonna go off you have to be out till Monday so we don't have school,1
4,2013-11-02 21:00:21,@Isabella_Salle all of fairwood has no power,1
4,2013-11-02 19:40:08,Aye I still have power hahahahhah,1
4,2013-11-02 19:20:01,Power is out. Big party!,1
4,2013-11-02 17:24:20,@PSETalk power out in the trossachs,1
4,2013-11-02 16:13:31,my power just went out for the first time in like 10 years....,1
4,2013-11-03 07:12:25,No power no heat no body to keep me warm & no sleep. I might as well just die.,1
4,2013-11-03 06:16:28,@NipunBathini1 @tashadhoot I had power,1
4,2013-11-03 03:59:21,I love that this power outage is the perfect excuse for me to go crazy with the scented candles,1
4,2013-11-03 01:59:59,No power no problem time for food (@ Plamor Bar and Grill) http://4sq.com/HBXn1R ,1
8,2014-10-25 23:20:22,@PSETalk so if a Power pole goes down on my property u wont fix it.. I have to pay out of my own pocket?,1
8,2014-10-25 23:20:22,@PSETalk so if a Power pole goes down on my property u wont fix it.. I have to pay out of my own pocket?,1
11,2014-12-12 14:00:51,I wish the power went out last night,1
11,2014-12-12 06:33:08,Thanks @PSETalk for working your magic and getting the power back on. Main street in Fall City is now brightly lit. pic.twitter.com/e3NKAiamLl,1
11,2014-12-12 06:16:14,".@PSETalk If we lived in one of those fancy places like Bellevue, we'd have power by now. #FallCityDreamingpic.twitter.com/3yXDznLps6",1
11,2014-12-12 05:52:44,.@PSETalk Please turn on the power in Fall City! My crazy friends have nothing to do but text me and I just can't take it anymore. Thanks!,1
11,2014-12-12 05:50:29,"“@Lib_Librarian: Man, the wind is blowing here.” up here 21 miles east of Seattle too and power is out headed for bed",1
11,2014-12-12 05:40:55,@ScottSKOMO Beaver Lake Park area of Sammamish power out,1
12,2014-12-12 23:32:27,Fuck my house been without power since like 6 pm yesterday,1
12,2014-12-12 21:57:01,OH YAY SOME POWER IS OUT AT MY HOUSE AND NOW THEIR IS NOTHING TO DO!!! SCORE,1
12,2014-12-12 21:13:10,@PSETalk it'd be great to get some more updates on the app...my est time to get power was 1:35am last night and nothing still,1
12,2014-12-12 18:53:14,Good morning LFD3 community. Rough night for some last night! The bad news..... There are still many without power and much to do.,1
12,2014-12-12 18:53:01,"BIG thanks to the hard working PSE crews for clearing lines, making it safe and getting power back to most of our 80,000 residents.",1
12,2014-12-12 18:49:58,Oly neighborhood near Capitol w/out power. Here's why: pic.twitter.com/pnqtSUnvBx,1
12,2014-12-12 18:27:21,"We survived the wind storm, still without power.",1
12,2014-12-12 17:04:16,"Power out at the press house. Darn, guess I have to work from home.",1
12,2014-12-12 15:46:14,"Electric power is still out in North Yelm, but is running normally in downtown Yelm, east of 1st (507). I saw it as I drove through Yelm",1
12,2014-12-12 15:43:48,"Unofficially, the place where I work, #YelmTimberlandLibrary will be open today at 10:00 AM, despite the power outage in parts of #Yelm",1
12,2014-12-12 07:41:56,6 hours with no power.... so happy it's back on. ,1
12,2014-12-12 07:28:54,Thanks for restoring power to NE Olympia. We had a fun few hours talking but now we can be warm in our beds. Your hard work is appreciated.,1
12,2014-12-12 07:28:35,"One downfall of living in a rural area, always last to get your power back on. Moving towards 4 hours.",1
12,2014-12-12 06:39:01,POWER IS BACK ON,1
12,2014-12-12 06:17:25,"@KING5Seattle  town of Rainier no power, but winds have calmed down",1
12,2014-12-12 06:13:10,@Marley_LeMay Do you still have power? Mine keep flickering ,1
12,2014-12-12 05:56:07,how do i still have power,1
12,2014-12-12 05:51:14,I want my power to go out too!!!! ,1
12,2014-12-12 05:43:56,@J_Hop14 uhh sure.. Yeah that's what I meant. And by blackout on my bday I meant knock me out by landing on top of me on the bball court,1
12,2014-12-12 05:41:16,HEY WHO HAS POWER,1
19,2015-08-30 20:13:26,Fall arrived w our first wind storm and power outage so we had to flip on the fire to warm up. Our… https://instagram.com/p/7BUBDBkMIB/ ,1
22,2015-08-31 02:21:25,We have finally dug our way out. No thanks to another wind storm that took power out for 30hrs. We… https://instagram.com/p/7B-HpPP_tK/ ,1
22,2015-08-29 19:59:07,this is my look of the day as @manda1694 keeps me laughing. or crying. or both thru the power outage.… https://instagram.com/p/6-tlYphcPQ/ ,1
22,2015-08-29 19:51:38,#webandpower #outage #pse  http://www.pse.com/accountsandservices/ServiceAlert/Pages/Updates.aspx …,1
22,2015-08-29 19:17:54,I swear if half the power in PO goes out & pizza hut still has power we're fucked,1
22,2015-08-29 19:16:15,Praying the power goes out at work tonight,1
23,2015-08-30 13:30:59,"@PSETalk not really, app not up to date yesterday during power outage. Got best info from KIRO7News.",1
23,2015-08-29 23:39:04,We got our power back! See you tonight at 730pm for Cosmic Skate! #itsmyskatenight… https://instagram.com/p/6_GwXYi0vU/ ,1
23,2015-08-29 22:35:37,Open house: Savvy's show team is performing at about 4:15. There's power & everything  (at @thelittlegym) https://www.swarmapp.com/c/dru0SB275qU ,1
23,2015-08-29 21:43:36,Ha I have power fuck everyone,1
23,2015-08-29 21:42:33,@dhollywood5 power at my house Brotha... Round two haha,1
24,2015-08-29 23:58:38,"Power is out, rain is pouring, let's get weird. #boombox @ Olympia, Washington https://instagram.com/p/6_I_iSI0BW/ ",1
24,2015-08-30 01:12:42,When the power at work goes out,1
24,2015-08-30 00:01:56,Power just turned on just in time for the Seahawks Game ,1
25,2015-08-30 01:31:17,Trees and power lines down on Swantown Road in Oak Harbor. #wawindstorm #powerout #komopic.twitter.com/pLyQP7xFuv,1
25,2015-09-02 23:59:59,@PnPCBC is the full clip of this power panel available somewhere? Of all the days for me to work late...,1
25,2015-09-02 23:59:59,"@crash_matrix @GamingAnarchist 

Well my fav keeps fading out! Am I blocked? Moi?

Well, you do have the power and equipment! ;)",1
25,2015-09-02 23:59:56,Super Mario 64 Music Power Star DANCE VIDEO: http://youtu.be/z1fyNasVdUs?a  via @YouTube,1
25,2015-09-02 23:59:56,Ojo bonito power (?) pic.twitter.com/fZdSafBdv0,1
25,2015-09-02 23:59:54,power metal day Midnight Sun Distorted Eyes http://www.radionomy.com/metalrod ,1
25,2015-09-02 23:59:54,"If anyone from #ConfabINT is hanging around and wants (lowkey, low brain power) company, give me and @MicahPratt a shout.",1
25,2015-09-02 23:59:53,I forgot to tag @dnc510 in previous tweet. My kingdom for the power to edit tweets!,1
25,2015-09-02 23:59:50,Why did my dorm have to be the one to lose power,1
25,2015-09-02 23:59:49,"@BHardy65 gets in his essential ingredients for a football player with a dose of RDL's, power cleans, sqts.. pic.twitter.com/4oCLblKRz9",1
25,2015-09-02 23:59:49,Join us NOW for Hour of Power!! We are ready for a Word. #hourofpower,1
25,2015-09-02 23:59:48,"Always believe in your soul 
You've got the power to know 
You're indestructible 
Always believe in http://youtu.be/ntG50eXbBtc ",1
25,2015-09-02 23:59:48,@SirFranksnBacon No Bauer Outage tonight!  More like Bauer Shower.  @Indians,1
25,2015-09-02 23:59:47,En ondes / Now playing : Huey Lewis & The News - The Power Of Love http://frequence-plaisir.com/public/livefeeds-9 … #Frequenceplaisir #Musique,1
25,2015-09-02 23:59:47,/sys/devices/virtual/tty/tty8/power/wakeup,1
25,2015-09-02 23:59:47,"saltando frente a ti va la ironia, con todas nuestras miserias encima",1
25,2015-09-02 23:59:43,MY POWER JUST WENT OUT KILL ME,1
25,2015-09-02 23:59:43,"Honestly, I Don’t Care Who Say Nigga, I Ain’t Never Gave A Word Power Over Me.",1
25,2015-09-02 23:59:42,Power of MakeUp Learn How to Make Your Noise Smaller with Any Surgery http://bit.ly/1FkfjpD ,1
26,2015-08-30 20:13:26,Fall arrived w our first wind storm and power outage so we had to flip on the fire to warm up. Our… https://instagram.com/p/7BUBDBkMIB/ ,1
26,2015-08-30 20:13:26,Fall arrived w our first wind storm and power outage so we had to flip on the fire to warm up. Our… https://instagram.com/p/7BUBDBkMIB/ ,1
30,2015-11-17 23:59:59,Rudd: Coal Power Stations To Close By 2025 http://news.sky.com/story/1589478/rudd-coal-power-stations-to-close-by-2025 …,1
30,2015-11-17 23:59:59,So I'm at the movies and the power went out lol,1
30,2015-11-17 23:59:59,"Check us out! The News Remixed is now a part of WTVT's show, ""Craig Patrick's Money Power Politics"" in Tampa. He... http://fb.me/7Nj16b2U9 ",1
30,2015-11-17 23:59:59,Well the @SouthHillMall is out of power.  For those looking to find a location with power. #WAWX #Puyallup,1
30,2015-11-17 23:59:58,"I games with a storyline. in japan, There is major game, dorakue and FF. they have a storyline both!",1
30,2015-11-17 23:59:58,"Power tweet !
#ALDUBTheRivalry",1
30,2015-11-17 23:59:57,#wodify #CrossFitNorthIndustry Power Clean: 1 x 2 @ 158 lbs | PR by 3 lbs vs. 155 on 06/11/2015,1
30,2015-11-17 23:59:56,MT @COSProject: Act now to stop the White House's abusive power. Call for a #ConventionOfStates. pic.twitter.com/gsDFNhC36Q #COSProject #PJNET,1
30,2015-11-17 23:59:56,Fuck pussy money is power ,1
30,2015-11-17 23:59:55,With all the power going out I'm just sitting here like lord don't take away my cell tower!,1
30,2015-11-17 23:59:55,"The power of prayer, I tell ya'. ",1
30,2015-11-17 23:59:54,Power lines reported down in several areas due to the weather. Please read for safety information: https://www.portlandgeneral.com/safety_outages/safety/outdoor_safety.aspx … @pdxtraffic,1
30,2015-11-17 23:59:54,Power to order arrest is an executive power? Okay. My apologies. https://twitter.com/AruotureJon/status/666767510356803585 …,1
30,2015-11-17 23:59:54,hhhhhh power out,1
30,2015-11-17 23:59:54,Blustery weather this evening! To report an outage call 360-992-8000. Check the outage map for updates: http://bit.ly/1vhSe0T ,1
30,2015-11-17 23:59:53,"America, ISIL and the Power of the Atonement http://www.huffingtonpost.com/marianne-williamson/america-isil-and-the-powe_b_8582262.html … # via HuffPostPol",1
30,2015-11-17 23:59:53,We still have power and do plan on holding classes all night.,1
30,2015-11-17 23:59:52,@tomgrissom I've used Cyberlink Power Director for years and it has always been efficient. I'm happy with the 500+ videos I've done with it.,1
31,2015-11-17 23:59:59,Rudd: Coal Power Stations To Close By 2025 http://news.sky.com/story/1589478/rudd-coal-power-stations-to-close-by-2025 …,1
31,2015-11-17 23:59:59,So I'm at the movies and the power went out lol,1
31,2015-11-17 23:59:59,"Check us out! The News Remixed is now a part of WTVT's show, ""Craig Patrick's Money Power Politics"" in Tampa. He... http://fb.me/7Nj16b2U9 ",1
31,2015-11-17 23:59:59,Well the @SouthHillMall is out of power.  For those looking to find a location with power. #WAWX #Puyallup,1
31,2015-11-17 23:59:58,"I games with a storyline. in japan, There is major game, dorakue and FF. they have a storyline both!",1
31,2015-11-17 23:59:58,"Power tweet !
#ALDUBTheRivalry",1
31,2015-11-17 23:59:57,#wodify #CrossFitNorthIndustry Power Clean: 1 x 2 @ 158 lbs | PR by 3 lbs vs. 155 on 06/11/2015,1
31,2015-11-17 23:59:56,MT @COSProject: Act now to stop the White House's abusive power. Call for a #ConventionOfStates. pic.twitter.com/gsDFNhC36Q #COSProject #PJNET,1
31,2015-11-17 23:59:56,Fuck pussy money is power ,1
31,2015-11-17 23:59:55,With all the power going out I'm just sitting here like lord don't take away my cell tower!,1
31,2015-11-17 23:59:55,"The power of prayer, I tell ya'. ",1
31,2015-11-17 23:59:54,Power lines reported down in several areas due to the weather. Please read for safety information: https://www.portlandgeneral.com/safety_outages/safety/outdoor_safety.aspx … @pdxtraffic,1
31,2015-11-17 23:59:54,Power to order arrest is an executive power? Okay. My apologies. https://twitter.com/AruotureJon/status/666767510356803585 …,1
31,2015-11-17 23:59:54,hhhhhh power out,1
31,2015-11-17 23:59:54,Blustery weather this evening! To report an outage call 360-992-8000. Check the outage map for updates: http://bit.ly/1vhSe0T ,1
31,2015-11-17 23:59:53,"America, ISIL and the Power of the Atonement http://www.huffingtonpost.com/marianne-williamson/america-isil-and-the-powe_b_8582262.html … # via HuffPostPol",1
31,2015-11-17 23:59:53,We still have power and do plan on holding classes all night.,1
31,2015-11-17 23:59:52,@tomgrissom I've used Cyberlink Power Director for years and it has always been efficient. I'm happy with the 500+ videos I've done with it.,1
32,2015-11-17 23:59:59,Rudd: Coal Power Stations To Close By 2025 http://news.sky.com/story/1589478/rudd-coal-power-stations-to-close-by-2025 …,1
32,2015-11-17 23:59:59,So I'm at the movies and the power went out lol,1
32,2015-11-17 23:59:59,"Check us out! The News Remixed is now a part of WTVT's show, ""Craig Patrick's Money Power Politics"" in Tampa. He... http://fb.me/7Nj16b2U9 ",1
32,2015-11-17 23:59:59,Well the @SouthHillMall is out of power.  For those looking to find a location with power. #WAWX #Puyallup,1
32,2015-11-17 23:59:58,"I games with a storyline. in japan, There is major game, dorakue and FF. they have a storyline both!",1
32,2015-11-17 23:59:58,"Power tweet !
#ALDUBTheRivalry",1
32,2015-11-17 23:59:57,#wodify #CrossFitNorthIndustry Power Clean: 1 x 2 @ 158 lbs | PR by 3 lbs vs. 155 on 06/11/2015,1
32,2015-11-17 23:59:56,MT @COSProject: Act now to stop the White House's abusive power. Call for a #ConventionOfStates. pic.twitter.com/gsDFNhC36Q #COSProject #PJNET,1
32,2015-11-17 23:59:56,Fuck pussy money is power ,1
32,2015-11-17 23:59:55,With all the power going out I'm just sitting here like lord don't take away my cell tower!,1
32,2015-11-17 23:59:55,"The power of prayer, I tell ya'. ",1
32,2015-11-17 23:59:54,Power lines reported down in several areas due to the weather. Please read for safety information: https://www.portlandgeneral.com/safety_outages/safety/outdoor_safety.aspx … @pdxtraffic,1
32,2015-11-17 23:59:54,Power to order arrest is an executive power? Okay. My apologies. https://twitter.com/AruotureJon/status/666767510356803585 …,1
32,2015-11-17 23:59:54,hhhhhh power out,1
32,2015-11-17 23:59:54,Blustery weather this evening! To report an outage call 360-992-8000. Check the outage map for updates: http://bit.ly/1vhSe0T ,1
32,2015-11-17 23:59:53,"America, ISIL and the Power of the Atonement http://www.huffingtonpost.com/marianne-williamson/america-isil-and-the-powe_b_8582262.html … # via HuffPostPol",1
32,2015-11-17 23:59:53,We still have power and do plan on holding classes all night.,1
32,2015-11-17 23:59:52,@tomgrissom I've used Cyberlink Power Director for years and it has always been efficient. I'm happy with the 500+ videos I've done with it.,1
33,2015-11-17 23:34:31,Our power is out. We are closing until tomorrow. Stay safe. @ Cole's Fine Foods -  Always 100% Gluten… https://instagram.com/p/-NF09jLLZM/ ,1
33,2015-11-17 23:34:31,Our power is out. We are closing until tomorrow. Stay safe. @ Cole's Fine Foods -  Always 100% Gluten… https://instagram.com/p/-NF09jLLZM/ ,1
51,2017-11-14 03:18:28,"The power is out, so we're eating out, tonight. (at @Pogacha in Issaquah, WA w/ @pynchros) https://www.swarmapp.com/c/eTdrR7JmGYj ",1
51,2017-11-14 02:55:54,When the power is out in the Shire... we light candles and read and drink tea and play games if… https://www.instagram.com/p/Bbdau2EjQHf/ ,1
53,2017-11-15 05:11:43,"""Resurrection"" Matthew 28:1-15 (Matthew: The Power of the King)  https://realityolympia.com/podcast/2017/11/14/resurrection-matthew-281-15-matthew-the-power-of-the-king …",1
53,2017-11-15 05:11:43,"""Resurrection"" Matthew 28:1-15 (Matthew: The Power of the King)  https://realityolympia.com/podcast/2017/11/14/resurrection-matthew-281-15-matthew-the-power-of-the-king …",1
56,2017-11-14 03:18:28,"The power is out, so we're eating out, tonight. (at @Pogacha in Issaquah, WA w/ @pynchros) https://www.swarmapp.com/c/eTdrR7JmGYj ",1
56,2017-11-14 02:55:54,When the power is out in the Shire... we light candles and read and drink tea and play games if… https://www.instagram.com/p/Bbdau2EjQHf/ ,1
59,2018-12-15 03:35:48,Fallen power cables in #CityOfSammammish on 228th Ave SB north of Issaquah Pne Lk Rd #traffic http://bit.ly/Xu0gsX ,1
59,2018-12-15 03:35:16,Fallen power cables in #King on 228th Ave SB north of Issaquah Pne Lk Rd #traffic http://bit.ly/Xu0gsX ,1
60,2018-12-15 04:15:26,Power out? Come on down and stay warm with us while you enjoy a nice bite with a tasty cocktail or craft brew. Or order via Ubereats (food only) #downtownbremerton #poweroutage… https://www.instagram.com/p/BrZOqfUlLAB/?utm_source=ig_twitter_share&igshid=lzap85fdigov …,1
61,2018-12-15 13:48:50,"Captains log, 
First night on the land yacht went well. There are county wide power outages in Jefferson County so we were unable to set up the show last night. We had power though. As of… https://www.instagram.com/p/BraQR4xnGtF/?utm_source=ig_twitter_share&igshid=pi857257v8os …",1
63,2018-12-15 15:47:12,"Power is restored! We’ll be open regular hours today 11:30 am - 11:00 pm.  See you soon!
#wellmadebeer @ Well 80 Brewhouse https://www.instagram.com/p/Brad05NAw9w/?utm_source=ig_twitter_share&igshid=1lipn0gjbfego …",1
